
,,,Salary,Salary,Salary,Salary,Salary,,
Rk,Player,Tm,2014-15,2015-16,2016-17,2017-18,2018-19,Signed Using,Guaranteed
321,Jannero Pargo,CHO,$1448490,,,,,Minimum Salary,$1448490
322,Nazr Mohammed,CHI,$1448490,,,,,Minimum Salary,$1448490
323,Drew Gooden,WAS,$1448000,,,,,Minimum Salary,$1448000
324,Jared Sullinger,BOS,$1424520,$2269260,,,,1st Round Pick,$1424520
325,Gorgui Dieng,MIN,$1413480,$1474440,$2348783,,,1st Round Pick,$1413480
326,Mitch McGary,OKC,$1400040,$1463040,$1526040,$2430981,,1st Round Pick,$2863080
327,Victor Claver,POR,$1370000,,,,,Cap Space,$1370000
328,Mason Plumlee,BRK,$1357080,$1415520,$2328530,,,1st Round Pick,$1357080
329,Jordan Adams,MEM,$1344120,$1404600,$1465080,$2410057,,1st Round Pick,$2748720
330,Ryan Hollins,SAC,$1316809,,,,,Minimum Salary,$1316809
331,Sebastian Telfair,OKC,$1316809,,,,,Minimum Salary,$1316809
332,Ronnie Price,LAL,$1316809,,,,,Minimum Salary,
333,Francisco Garcia,HOU,$1316809,,,,,Minimum Salary,$1316809
334,John Jenkins,ATL,$1312920,$2228025,,,,1st Round Pick,$1312920
335,Louis Amundson,CLE,$1310286,,,,,Minimum Salary,
336,Solomon Hill,IND,$1302840,$1358880,$2306019,,,1st Round Pick,$1302840
337,Rodney Hood,UTA,$1290360,$1348440,$1406520,$2386864,,1st Round Pick,$2638800
338,Alan Anderson,BRK,$1276061,$1333484,,,,Non Bird rights,$1276061
339,Tim Hardaway,NYK,$1250640,$1304520,$2281605,,,1st Round Pick,$1250640
340,Pero Antic,ATL,$1250000,,,,,Cap Space,$1250000
,,,Salary,Salary,Salary,Salary,Salary,,
Rk,Player,Tm,2014-15,2015-16,2016-17,2017-18,2018-19,Signed Using,Guaranteed
341,Shabazz Napier,MIA,$1238640,$1294440,$1350120,$2361360,,1st Round Pick,$2533080
342,Shavlik Randolph,PHO,$1227985,,,,,Minimum Salary,
343,Shawne Williams,MIA,$1227985,$1356146,,,,Minimum Salary,$1227985
344,Rodney Stuckey,IND,$1227985,,,,,Minimum Salary,$1227985
345,Aaron Gray,DET,$1227985,$1356146,,,,Minimum Salary,$1227985
346,Tony Wroten,PHI,$1210080,$2179354,,,,1st Round Pick,$1210080
347,Reggie Bullock,LAC,$1200720,$1252440,$2255644,,,1st Round Pick,$1200720
348,Clint Capela,HOU,$1189200,$1242720,$1296240,$2334520,,1st Round Pick,$2431920
349,Miles Plumlee,PHO,$1169880,$2109294,,,,1st Round Pick,$1169880
350,Andre Roberson,OKC,$1160880,$1210800,$2183072,,,1st Round Pick,$1160880
351,P.J. Hairston,CHO,$1149720,$1201440,$1253160,$2259447,,1st Round Pick,$2351160
352,Brandon Rush,GSW,$1145685,$1270964,,,,Minimum Salary,$1145685
353,Cartier Martin,DET,$1145685,$1270964,,,,Minimum Salary,$1145685
354,Arnett Moultrie,PHI,$1136160,$2049633,,,,1st Round Pick,$1136160
355,Perry Jones,OKC,$1129200,$2038206,,,,1st Round Pick,$1129200
356,Rudy Gobert,UTA,$1127400,$1175880,$2121288,,,1st Round Pick,$1127400
357,Marquis Teague,PHI,$1120920,$2023261,,,,1st Round Pick,$1120920
358,Festus Ezeli,GSW,$1112880,$2008748,,,,1st Round Pick,$1112880
359,Archie Goodwin,PHO,$1112280,$1160160,$2094089,,,1st Round Pick,$1112280
360,C.J. Wilcox,LAC,$1109760,$1159680,$1209680,$2183328,,1st Round Pick,$2269440
,,,Salary,Salary,Salary,Salary,Salary,,
Rk,Player,Tm,2014-15,2015-16,2016-17,2017-18,2018-19,Signed Using,Guaranteed
361,Nemanja Nedovic,GSW,$1104240,$1151760,$2078927,,,1st Round Pick,$1104240
362,Al-Farouq Aminu,DAL,$1100602,,,,,Minimum Salary,$981084
363,Damjan Rudez,IND,$1100000,$1149500,$1199000,,,MLE,$2249500
364,Kyle Anderson,SAS,$1093680,$1142879,$1192080,$2151704,,1st Round Pick,$2236559
365,Kyle Singler,DET,$1090000,,,,,MLE,$1090000
366,Xavier Henry,LAL,$1082000,,,,,Room Exception,$1082000
367,Austin Daye,SAS,$1063384,,,,,Minimum Salary,$250000
368,Omri Casspi,SAC,$1063384,,,,,Minimum Salary,$1063384
369,Wayne Ellington,LAL,$1063384,,,,,Minimum Salary,
370,A.J. Price,CLE,$1063384,,,,,,
371,Toure' Murry,UTA,$1000000,$1000000,,,,Minimum Salary,$250000
372,John Salmons,ATL,$1000000,,,,,,$1000000
373,Garrett Temple,WAS,$981084,$1100602,,,,Minimum Salary,$981084
374,Greg Stiemsma,TOR,$981084,,,,,Minimum Salary,$25000
375,Elliot Williams,PHI,$981084,$1100602,$1227286,,,Cap Space,
376,Luke Babbitt,NOP,$981084,,,,,Minimum Salary,$100000
377,Alexis Ajinca,NOP,$981084,,,,,Minimum Salary,$981084
378,Ed Davis,LAL,$981084,$1063384,,,,Minimum Salary,$981084
379,Wesley Johnson,LAL,$981084,,,,,Minimum Salary,$981084
380,Ekpe Udoh,LAC,$981084,,,,,Minimum Salary,$981084
,,,Salary,Salary,Salary,Salary,Salary,,
Rk,Player,Tm,2014-15,2015-16,2016-17,2017-18,2018-19,Signed Using,Guaranteed
381,Jon Leuer,MEM,$967500,$1035000,,,,Early Bird Rights,$967500
382,Jordan Hamilton,TOR,$948163,,,,,,$25000
383,Lance Thomas,OKC,$948163,,,,,Minimum Salary,
384,Jimmer Fredette,NOP,$948163,,,,,Minimum Salary,$948163
385,Lavoy Allen,IND,$948163,,,,,Minimum Salary,$948163
386,Donald Sloan,IND,$948163,,,,,Minimum Salary,
387,Joey Dorsey,HOU,$948163,$1015421,,,,Minimum Salary,$1963584
388,Greg Smith,DAL,$948163,,,,,Minimum Salary,$948163
389,E'Twaun Moore,CHI,$948163,$1015421,,,,Minimum Salary,$425000
390,Wayne Ellington,SAC,$923780,$923670,$923670,,,,
391,Dahntay Jones,UTA,$1448490,,,,,Minimum Salary,
392,Matt Bonner,SAS,$1448490,,,,,Minimum Salary,$1448490
393,Diante Garrett,POR,$915243,$981348,,,,,$30000
394,Will Barton,POR,$915243,,,,,Cap Space,$915243
395,Malcolm Lee,PHI,$915243,$981348,$1050961,$1178992,,,$50000
396,Henry Sims,PHI,$915243,,,,,Minimum Salary,
397,Chris Johnson,PHI,$915243,$981348,$1050961,,,Minimum Salary,
398,Kyle O'Quinn,ORL,$915243,,,,,MLE,
399,Cole Aldrich,NYK,$981084,,,,,Minimum Salary,$915243
400,Quincy Acy,NYK,$915243,,,,,Cap Space,$915243
,,,Salary,Salary,Salary,Salary,Salary,,
Rk,Player,Tm,2014-15,2015-16,2016-17,2017-18,2018-19,Signed Using,Guaranteed
401,Darius Miller,NOP,$915243,$981348,,,,Minimum Salary,$400000
402,Kendall Marshall,MIL,$915243,,,,,Minimum Salary,
403,Khris Middleton,MIL,$915243,,,,,MLE,$915243
404,Shannon Brown,MIA,$1310286,,,,,Minimum Salary,
405,Robert Sacre,LAL,$915243,$981348,,,,Non Bird Rights,$915243
406,Jared Cunningham,LAC,$915243,,,,,Minimum Salary,
407,Glen Davis,LAC,$1227985,,,,,Minimum Salary,$1227985
408,Chris Douglas-Roberts,LAC,$915243,,,,,Minimum Salary,$915243
409,Ish Smith,HOU,$981084,,,,,Minimum Salary,$981084
410,Jeff Adrien,HOU,$981084,,,,,Minimum Salary,$981084
411,Patrick Beverley,HOU,$915243,,,,,Cap Space,
412,Draymond Green,GSW,$915243,,,,,MLE,$250000
413,Quincy Miller,DEN,$915243,,,,,MLE,$150000
414,Alonzo Gee,DEN,$1063384,,,,,Minimum Salary,
415,Bernard James,DAL,$915243,,,,,,$915243
416,Jae Crowder,DAL,$915243,,,,,Cap Space,$915243
417,Richard Jefferson,DAL,$1448490,,,,,Minimum Salary,$1448490
418,Charlie Villanueva,DAL,$1316809,,,,,Minimum Salary,
419,Jeffery Taylor,CHO,$915243,,,,,Minimum Salary,
420,Jason Maxiell,CHO,$1316809,,,,,Minimum Salary,
,,,Salary,Salary,Salary,Salary,Salary,,
Rk,Player,Tm,2014-15,2015-16,2016-17,2017-18,2018-19,Signed Using,Guaranteed
421,Aaron Brooks,CHI,$915243,,,,,Minimum Salary,$915243
422,Jerome Jordan,BRK,$915243,,,,,Minimum Salary,
423,Jerami Grant,PHI,$884879,$845059,$980431,$1051245,,Draft Pick,$1729938
424,Roy Devyn Marble,ORL,$884879,$845059,$980431,,,Cap Space,$884879
425,Joe Harris,CLE,$884879,$845059,$980439,,,Cap Space,$1729938
426,Robbie Hummel,MIN,$880000,,,,,,$880000
427,Allen Crabbe,POR,$862000,$947276,,,,Cap Space,$862000
428,Peyton Siva,ORL,$845059,,,,,,$100000
429,Damien Inglis,MIL,$820000,$855000,$980431,,,Cap Space,$1675000
430,Glen Rice,WAS,$816482,,,,,Minimum Salary,$400000
431,Ian Clark,UTA,$816482,,,,,Minimum Salary,
432,Carrick Felix,UTA,$816482,$947276,$1015696,,,Cap Space,$816482
433,Ray McCallum,SAC,$816482,$947276,,,,Cap Space,$816482
434,Hollis Thompson,PHI,$816482,$947276,$1015696,,,Cap Space,
435,Brandon Davies,PHI,$816482,$947276,$1015696,,,Cap Space,
436,Seth Curry,ORL,$816482,,,,,,$100000
437,Dewayne Dedmon,ORL,$816482,$947278,,,,Minimum Salary,
438,Jeff Withey,NOP,$816482,,,,,Minimum Salary,$816482
439,Nate Wolters,MIL,$816482,$947276,,,,Cap Space,$816482
440,Justin Hamilton,MIA,$816482,,,,,Minimum Salary,
,,,Salary,Salary,Salary,Salary,Salary,,
Rk,Player,Tm,2014-15,2015-16,2016-17,2017-18,2018-19,Signed Using,Guaranteed
441,Nick Calathes,MEM,$816482,,,,,Minimum Salary,$816482
442,Isaiah Canaan,HOU,$816482,$947276,,,,Cap Space,$1574303
443,Troy Daniels,HOU,$816482,$947276,,,,Minimum Salary,$1763758
444,Ognjen Kuzmic,GSW,$816482,,,,,Minimum Salary,$816482
445,Justin Holiday,GSW,$816482,,,,,Minimum Salary,$35000
446,Tony Mitchell,DET,$816482,$947276,,,,Cap Space,$816482
447,Gal Mekel,DAL,$816482,$947276,,,,Cap Space,$1763758
448,Ricky Ledo,DAL,$816482,$947276,$1015696,,,Cap Space,$816482
449,Matthew Dellavedova,CLE,$816482,,,,,Minimum Salary,
450,Jorge Gutierrez,BRK,$816482,,,,,Minimum Salary,
451,Phil Pressey,BOS,$816482,$947276,,,,Mini MLE,$816482
452,Mike Muscala,ATL,$816482,$947276,,,,Minimum Salary,$408241
453,Grant Jerrett,OKC,$816481,$947276,$1015696,$1087745,,Non Bird Rights,$1763757
454,Michael Beasley,PHO,$777778,$777778,$777778,,,,
455,Jarnell Stokes,MEM,$725000,$845059,$980431,,,MLE,$1570059
456,Spencer Dinwiddie,DET,$700000,$845059,$980431,,,Cap Space,$1545059
457,Carlos Delfino,LAC,$650000,$650000,$650000,$650000,$650000,,
458,Marcus Camby,TOR,$646609,,,,,,$646609
459,Johnny O'Bryant,MIL,$600000,$845059,$980431,,,Cap Space,$1445059
460,Jack Cooley,UTA,$525000,$845059,$980431,,,Cap Space,$65000
,,,Salary,Salary,Salary,Salary,Salary,,
Rk,Player,Tm,2014-15,2015-16,2016-17,2017-18,2018-19,Signed Using,Guaranteed
461,Will Cherry,TOR,$507336,$845059,,,,,$25000
462,JaMychal Green,SAS,$507336,$845059,,,,,$60000
463,Josh Davis,SAS,$507336,$845059,,,,Minimum Salary,$20000
464,Bryce Cotton,SAS,$507336,$845059,,,,Minimum Salary,$50000
465,Eric Moreland,SAC,$507336,$845059,$980431,,,MLE,$200000
466,JaKarr Sampson,PHI,$507336,$845059,$980431,$1051245,,Cap Space,
467,K.J. McDaniels,PHI,$507336,,,,,Minimum Salary,
468,Drew Crawford,ORL,$507336,,,,,,$75000
469,Kadeem Batts,ORL,$507336,,,,,,$150000
470,Orlando Sanchez,NYK,$507336,,,,,,$15000
471,Travis Wear,NYK,$507336,,,,,Minimum Salary,$62000
472,Cleanthony Early,NYK,$507336,$845059,,,,Minimum Salary,$1352395
473,Patric Young,NOP,$507336,$845059,,,,Minimum Salary,$100000
474,Russ Smith,NOP,$816482,$816482,$816482,,,Minimum Salary,$507336
475,Glenn Robinson,MIN,$507336,,,,,Minimum Salary,$250000
476,Michael Eric,MIL,$507336,,,,,Minimum Salary,
477,James Ennis,MIA,$507336,$845059,$980431,,,Cap Space,$1352395
478,Andre Dawkins,MIA,$507336,,,,,Minimum Salary,
479,Jordan Clarkson,LAL,$507336,$845059,,,,Minimum Salary,$507336
480,Shayne Whittington,IND,$507336,,,,,Minimum Salary,
,,,Salary,Salary,Salary,Salary,Salary,,
Rk,Player,Tm,2014-15,2015-16,2016-17,2017-18,2018-19,Signed Using,Guaranteed
481,Tarik Black,HOU,$507336,$845059,,,,Minimum Salary,
482,Nick Johnson,HOU,$507336,$845059,$980431,,,Cap Space,$2332826
483,James Michael McAdoo,GSW,$507336,,,,,Minimum Salary,$35000
484,Erick Green,DEN,$507336,$845059,$980431,,,Minimum Salary,$50000
485,Alex Kirk,CLE,$507336,$845059,,,,Minimum Salary,$65000
486,Cameron Bairstow,CHI,$507336,$845059,$980431,,,Cap Space,$932336
487,Cory Jefferson,BRK,$507336,$845059,,,,Minimum Salary,$75000
488,Markel Brown,BRK,$507336,$845059,,,,Minimum Salary,$507336
489,Dwight Powell,BOS,$507336,$845059,,,,Minimum Salary,$507336
490,Fab Melo,MEM,$437080,$437080,,,,,$874160
491,Pierre Jackson,PHI,$400000,,,,,,$400000
492,Richard Hamilton,CHI,$333333,$333333,,,,,$666666
493,Miroslav Raduljica,LAC,$300000,$300000,$300000,$300000,$300000,,
494,Jamaal Franklin,MEM,$163296,$163296,$163296,$163296,$163296,,$816482
495,Akil Mitchell,HOU,$150000,,,,,,$150000
496,Robert Covington,HOU,$150000,,,,,,$150000
497,Eric Griffin,DAL,$150000,,,,,,$150000
498,Erik Murphy,BOS,$100000,,,,,,$100000
499,Jarvis Varnado,PHI,$75000,,,,,,$75000
500,Tyler Johnson,MIA,$75000,,,,,,$75000
,,,Salary,Salary,Salary,Salary,Salary,,
Rk,Player,Tm,2014-15,2015-16,2016-17,2017-18,2018-19,Signed Using,Guaranteed
501,Khem Birch,MIA,$50000,,,,,,$50000
502,Drew Gordon,PHI,$40000,,,,,,$40000
503,Ronald Roberts Jr.,PHI,$35000,,,,,,$35000
504,Mitchell Watt,GSW,$35000,,,,,,$35000
505,Aaron Craft,GSW,$35000,,,,,,$35000
506,Jerrelle Benimon,DEN,$35000,,,,,,$35000
507,Langston Galloway,NYK,$31000,,,,,,$31000
508,Jordan Vandenberg,NYK,$27000,,,,,,$27000
509,Larry Drew II,MIA,$25000,,,,,,$25000
510,Ivan Johnson,DAL,$25000,,,,,,$25000
